UniprotID,Species,Temperature preference,Data Type
C5BHX0,Teredinibacter turnerae,mesophilic,train
A8H8U2,Shewanella pealeana,mesophilic,train
A7I057,Campylobacter hominis,mesophilic,train
A7GXF6,Campylobacter curvus,mesophilic,train
P56104,Helicobacter pylori,mesophilic,train
A7ZEH4,Campylobacter concisus,mesophilic,train
Q8PX37,Methanosarcina mazei,mesophilic,train
Q12XG1,Methanococcoides burtonii,psychrophilic,train
P27459,Achromobacter lyticus,mesophilic,train
P83867,Leptodactylus ocellatus,mesophilic,train
P85184,Viola odorata,mesophilic,train
P85241,Viola biflora,mesophilic,train
P84002,Boana lundii,mesophilic,train
P84003,Boana lundii,mesophilic,train
A4HWN5,Leishmania infantum,mesophilic,train
Q57936,Methanocaldococcus jannaschii,thermophilic,train
Q58963,Methanocaldococcus jannaschii,thermophilic,train
Q20516,Caenorhabditis elegans,mesophilic,train
A0A3P7DJG9,Wuchereria bancrofti,mesophilic,train
A0A075B635,Mus musculus,mesophilic,train
A0A075B6C9,Mus musculus,mesophilic,train
A0A075B618,Mus musculus,mesophilic,train
X8F839,Mycobacterium ulcerans,mesophilic,train
P0C5W9,Rana dybowskii,mesophilic,train
P59683,Geobacillus stearothermophilus,thermophilic,train
P84982,Populus euphratica,mesophilic,train
Q9Y904,Aeropyrum pernix,thermophilic,train
Q5HZM3,Xenopus laevis,mesophilic,train
Q6P026,Danio rerio,mesophilic,train
A0A024R5H0,Homo sapiens,mesophilic,train
P61283,Bos taurus,mesophilic,train
Q9VLU0,Drosophila melanogaster,mesophilic,train
Q6NTS2,Xenopus laevis,mesophilic,train
O54962,Mus musculus,mesophilic,train
A0A0P0X5G1,Oryza sativa,mesophilic,train
H9L480,Salmonella typhimurium,mesophilic,train
J9ETI2,Wuchereria bancrofti,mesophilic,train
A0A0N4UCD1,Dracunculus medinensis,mesophilic,train
Q4CMM4,Trypanosoma cruzi,mesophilic,train
Q58565,Methanocaldococcus jannaschii,thermophilic,train
P0A2P4,Salmonella typhimurium,mesophilic,train
P60070,Staphylococcus aureus,mesophilic,train
Q55FP9,Dictyostelium discoideum,mesophilic,train
P71358,Haemophilus influenzae,mesophilic,train
U7PX88,Sporothrix schenckii,mesophilic,train
P80972,Thunnus obesus,mesophilic,train
P80973,Thunnus obesus,mesophilic,train
A0A0R0ESX9,Glycine max,mesophilic,train
Q4E0Q3,Trypanosoma cruzi,mesophilic,train
Q7CR14,Salmonella typhimurium,mesophilic,train
Q9PLU8,Campylobacter jejuni,mesophilic,train
Q2FWD2,Staphylococcus aureus,mesophilic,train
A0A0P0XHW7,Oryza sativa,mesophilic,train
P00236,Equisetum telmateia,mesophilic,train
P00237,Equisetum arvense,mesophilic,train
O28908,Archaeoglobus fulgidus,thermophilic,train
X8FQE2,Mycobacterium ulcerans,mesophilic,train
P84270,Ranoidea dahlii,mesophilic,train
P84272,Ranoidea dahlii,mesophilic,train
P84271,Ranoidea dahlii,mesophilic,train
P84269,Ranoidea dahlii,mesophilic,train
P18647,Erythrocebus patas,mesophilic,train
P0DPN0,Escherichia coli,mesophilic,train
B9KLA1,Rhodobacter sphaeroides,mesophilic,train
A1B037,Paracoccus denitrificans,mesophilic,train
A3PGM1,Rhodobacter sphaeroides,mesophilic,train
Q3J5R2,Cereibacter sphaeroides,mesophilic,train
B6IRR6,Rhodospirillum centenum,thermophilic,train
Q7SXM1,Danio rerio,mesophilic,train
Q7YRK6,Carlito syrichta,mesophilic,train
D3ZD09,Rattus norvegicus,mesophilic,train
Q5RCT0,Pongo abelii,mesophilic,train
Q8K9G5,Buchnera aphidicola,mesophilic,train
A0A1D6MU53,Zea mays,mesophilic,train
A0A1D6EHD0,Zea mays,mesophilic,train
A0A1D6Q6Z2,Zea mays,mesophilic,train
Q54ER6,Dictyostelium discoideum,mesophilic,train
A4WVJ8,Cereibacter sphaeroides,mesophilic,train
Q4E4F9,Trypanosoma cruzi,mesophilic,train
Q2GHR7,Ehrlichia chaffeensis,mesophilic,train
X8EZQ6,Mycobacterium ulcerans,mesophilic,train
Q57691,Methanocaldococcus jannaschii,thermophilic,train
Q2G000,Staphylococcus aureus,mesophilic,train
A0A0D2HAJ5,Fonsecaea pedrosoi,mesophilic,train
Q58904,Methanocaldococcus jannaschii,thermophilic,train
Q54H35,Dictyostelium discoideum,mesophilic,train
P57798,Helicobacter pylori,mesophilic,train
A0A0D2E2K5,Fonsecaea pedrosoi,mesophilic,train
A0A0G2K2P2,Rattus norvegicus,mesophilic,train
A0A0G2K438,Rattus norvegicus,mesophilic,train
B2K098,Yersinia pseudotuberculosis,mesophilic,train
B5FEW3,Aliivibrio fischeri,mesophilic,train
Q8ZAI0,Yersinia pestis,mesophilic,train
B1JPB6,Yersinia pseudotuberculosis,mesophilic,train
A7FDA1,Yersinia pseudotuberculosis,mesophilic,train
B4EWZ6,Proteus mirabilis,mesophilic,train
Q7MZZ5,Photorhabdus laumondii,mesophilic,train
Q66FX1,Yersinia pseudotuberculosis,mesophilic,train
Q5E8Y2,Aliivibrio fischeri,mesophilic,train
B7GRM5,Bifidobacterium longum,mesophilic,train
Q8G694,Bifidobacterium longum,mesophilic,train
B8DUC2,Bifidobacterium animalis,mesophilic,train
B3DS06,Bifidobacterium longum,mesophilic,train
A1A1J2,Bifidobacterium adolescentis,mesophilic,train
A0A044SG31,Onchocerca volvulus,mesophilic,train
A0A3P7FKS8,Wuchereria bancrofti,mesophilic,train
A0A1P6BFV8,Brugia malayi,mesophilic,train
P0DMA0,Conus pictus,mesophilic,train
P44815,Haemophilus influenzae,mesophilic,train
P0DM99,Conus pictus,mesophilic,train
A0A3P7EF50,Wuchereria bancrofti,mesophilic,train
A0A0P0VH44,Oryza sativa,mesophilic,train
Q9ZIM1,Listeria monocytogenes,mesophilic,train
P37557,Bacillus subtilis,mesophilic,train
Q2G0R5,Staphylococcus aureus,mesophilic,train
Q9KGI8,Alkalihalobacillus halodurans,mesophilic,train
A5FZ90,Acidiphilium cryptum,mesophilic,train
Q1LIH0,Cupriavidus metallidurans,mesophilic,train
A9A5I7,Nitrosopumilus maritimus,mesophilic,train
A0A0P0VPI7,Oryza sativa,mesophilic,train
P80711,Styela clava,mesophilic,train
B6YWV3,Thermococcus onnurineus,thermophilic,train
P24774,Oncorhynchus mykiss,mesophilic,train
Q58140,Methanocaldococcus jannaschii,thermophilic,train
Q9XUY6,Caenorhabditis elegans,mesophilic,train
Q58919,Methanocaldococcus jannaschii,thermophilic,train
P44748,Haemophilus influenzae,mesophilic,train
A0A0P0VAJ9,Oryza sativa,mesophilic,train
O61801,Caenorhabditis elegans,mesophilic,train
Q55A13,Dictyostelium discoideum,mesophilic,train
P82035,Uperoleia inundata,mesophilic,train
Q46905,Escherichia coli,mesophilic,train
Q57894,Methanocaldococcus jannaschii,thermophilic,train
A5FRY3,Dehalococcoides mccartyi,mesophilic,train
P65641,Salmonella typhimurium,mesophilic,train
Q4DX16,Trypanosoma cruzi,mesophilic,train
A0A3P7FKL1,Wuchereria bancrofti,mesophilic,train
A0A0P0VH48,Oryza sativa,mesophilic,train
A0A0P0W6N1,Oryza sativa,mesophilic,train
A0A0P0XBK0,Oryza sativa,mesophilic,train
P60179,Conus amadis,mesophilic,train
Q4CKD1,Trypanosoma cruzi,mesophilic,train
B3A0M4,Odorrana jingdongensis,mesophilic,train
A5W0C1,Pseudomonas putida,mesophilic,train
A4SNJ1,Aeromonas salmonicida,psychrophilic,train
Q6CZW2,Pectobacterium atrosepticum,mesophilic,train
A7MKJ0,Cronobacter sakazakii,mesophilic,train
P39274,Escherichia coli,mesophilic,train
Q328W4,Shigella dysenteriae,mesophilic,train
Q3K1S8,Streptococcus agalactiae,mesophilic,train
Q4L3E5,Staphylococcus haemolyticus,mesophilic,train
Q8E629,Streptococcus agalactiae,mesophilic,train
B1AJ32,Ureaplasma parvum,mesophilic,train
Q9PQ97,Ureaplasma parvum,mesophilic,train
Q4CSB1,Trypanosoma cruzi,mesophilic,train
Q54S02,Dictyostelium discoideum,mesophilic,train
O67501,Aquifex aeolicus,thermophilic,train
A8AA22,Ignicoccus hospitalis,thermophilic,train
Q2FW79,Staphylococcus aureus,mesophilic,train
Q4L848,Staphylococcus haemolyticus,mesophilic,train
Q2YYH2,Staphylococcus aureus,mesophilic,train
Q5HE32,Staphylococcus aureus,mesophilic,train
Q7A098,Staphylococcus aureus,mesophilic,train
Q5HM57,Staphylococcus epidermidis,mesophilic,train
Q49ZB7,Staphylococcus saprophyticus,mesophilic,train
Q931G8,Staphylococcus aureus,mesophilic,train
P0C2U7,Lycosa singoriensis,mesophilic,train
P0C2U6,Lycosa singoriensis,mesophilic,train
Q15VL9,Pseudoalteromonas atlantica,psychrophilic,train
P22581,Serratia marcescens,mesophilic,train
Q4KG97,Pseudomonas fluorescens,mesophilic,train
Q1I6Y2,Pseudomonas entomophila,mesophilic,train
B1JCI6,Pseudomonas putida,mesophilic,train
Q88EH2,Pseudomonas putida,mesophilic,train
P0C8S8,Odorrana hosii,mesophilic,train
B3A0M5,Odorrana jingdongensis,mesophilic,train
P0C8S7,Odorrana hosii,mesophilic,train
Q28GG4,Xenopus tropicalis,mesophilic,train
Q2TAP8,Xenopus laevis,mesophilic,train
A0A0H3GRK3,Klebsiella pneumoniae,mesophilic,train
Q2FWS0,Staphylococcus aureus,mesophilic,train
Q2FX40,Staphylococcus aureus,mesophilic,train
Q2FYA6,Staphylococcus aureus,mesophilic,train
P12264,Gallus gallus,mesophilic,train
Q54AV4,Dictyostelium discoideum,mesophilic,train
D4GVB0,Haloferax volcanii,mesophilic,train
Q3J7C4,Nitrosococcus oceani,mesophilic,train
Q5FFA8,Ehrlichia ruminantium,mesophilic,train
P01692,Oryctolagus cuniculus,mesophilic,train
P69847,Pogonoperca punctata,mesophilic,train
Q6KHA3,Mycoplasma mobile,mesophilic,train
P0DQK9,Agalychnis lemur,mesophilic,train
C0HLE1,Phyllomedusa trinitatis,mesophilic,train
Q6PBT6,Danio rerio,mesophilic,train
P99025,Mus musculus,mesophilic,train
P30047,Homo sapiens,mesophilic,train
Q6GM84,Xenopus laevis,mesophilic,train
Q32L41,Bos taurus,mesophilic,train
P70552,Rattus norvegicus,mesophilic,train
A6VAA4,Pseudomonas aeruginosa,mesophilic,train
B0KRW3,Pseudomonas putida,mesophilic,train
B7UY63,Pseudomonas aeruginosa,mesophilic,train
P69846,Grammistes sexlineatus,mesophilic,train
A0A1D6N7X7,Zea mays,mesophilic,train
Q4DI27,Trypanosoma cruzi,mesophilic,train
Q9UZK4,Pyrococcus abyssi,thermophilic,train
Q2NWC7,Sodalis glossinidius,mesophilic,train
A4VM82,Pseudomonas stutzeri,mesophilic,train
A8GAB0,Serratia proteamaculans,mesophilic,train
Q4ZVB9,Pseudomonas syringae,mesophilic,train
A4W7Z2,Enterobacter sp.,mesophilic,train
A7MK12,Cronobacter sakazakii,mesophilic,train
Q66E17,Yersinia pseudotuberculosis,mesophilic,train
Q884P2,Pseudomonas syringae,mesophilic,train
Q48KM7,Pseudomonas savastanoi,mesophilic,train
Q4K8J5,Pseudomonas fluorescens,mesophilic,train
A0A2K5ATQ2,Caenorhabditis elegans,mesophilic,train
P0CJ30,Ascaphus truei,psychrophilic,train
P0CJ31,Ascaphus truei,psychrophilic,train
P0CJ28,Ascaphus truei,psychrophilic,train
P0CJ29,Ascaphus truei,psychrophilic,train
A8GKK5,Serratia proteamaculans,mesophilic,train
Q4ZVE4,Pseudomonas syringae,mesophilic,train
Q48KQ0,Pseudomonas savastanoi,mesophilic,train
Q884R6,Pseudomonas syringae,mesophilic,train
P66431,Salmonella typhimurium,mesophilic,train
B8D9F9,Buchnera aphidicola,mesophilic,train
B8D7R1,Buchnera aphidicola,mesophilic,train
A1AVW6,Ruthia magnifica,thermophilic,train
Q57JI2,Salmonella choleraesuis,mesophilic,train
B5F6T5,Salmonella agona,mesophilic,train
A5CXD1,Vesicomyosocius okutanii,psychrophilic,train
C0PZ51,Salmonella paratyphi,mesophilic,train
P0ADG3,Shigella flexneri,mesophilic,train
B5BGJ2,Salmonella paratyphi,mesophilic,train
P0ADG1,Escherichia coli,mesophilic,train
A2C4Y0,Prochlorococcus marinus,mesophilic,train
Q8KJ19,Streptococcus constellatus,mesophilic,train
Q04IQ2,Streptococcus pneumoniae,mesophilic,train
Q46WU4,Cupriavidus pinatubonensis,mesophilic,train
C1P619,Escherichia coli,mesophilic,train
A0A0K0EEM5,Strongyloides stercoralis,mesophilic,train
X8FG76,Mycobacterium ulcerans,mesophilic,train
A3CTK0,Methanoculleus marisnigri,mesophilic,train
Q9UZM5,Pyrococcus abyssi,thermophilic,train
O58839,Pyrococcus horikoshii,thermophilic,train
P83581,Rattus norvegicus,mesophilic,train
B4SES7,Pelodictyon phaeoclathratiforme,mesophilic,train
P0C801,Staphylococcus aureus,mesophilic,train
P0C7Z8,Staphylococcus aureus,mesophilic,train
P0C7Z6,Staphylococcus aureus,mesophilic,train
A8Z0V0,Staphylococcus aureus,mesophilic,train
P0C800,Staphylococcus aureus,mesophilic,train
P0C7Z9,Staphylococcus aureus,mesophilic,train
P0C7Z0,Staphylococcus aureus,mesophilic,train
A9JX06,Staphylococcus aureus,mesophilic,train
P0C7Z2,Staphylococcus aureus,mesophilic,train
P0C7Z1,Staphylococcus aureus,mesophilic,train
P0C7Z5,Staphylococcus aureus,mesophilic,train
P0C7Z3,Staphylococcus aureus,mesophilic,train
P0C7Z7,Staphylococcus aureus,mesophilic,train
P0C7Z4,Staphylococcus aureus,mesophilic,train
Q7V9Y1,Prochlorococcus marinus,mesophilic,train
Q46IS8,Prochlorococcus marinus,mesophilic,train
Q329U8,Shigella dysenteriae,mesophilic,train
A9N729,Salmonella paratyphi,mesophilic,train
C0HKN3,Xenopus ruwenzoriensis,psychrophilic,train
C0HKN4,Xenopus ruwenzoriensis,psychrophilic,train
Q0J1H2,Oryza sativa,mesophilic,train
Q0PBE8,Campylobacter jejuni,mesophilic,train
O25581,Helicobacter pylori,mesophilic,train
Q4CN87,Trypanosoma cruzi,mesophilic,train
Q61908,Mus musculus,mesophilic,train
Q58925,Methanocaldococcus jannaschii,thermophilic,train
Q60288,Methanocaldococcus jannaschii,thermophilic,train
Q2G202,Staphylococcus aureus,mesophilic,train
A0A0P0V4F2,Oryza sativa,mesophilic,train
Q54N68,Dictyostelium discoideum,mesophilic,train
Q22700,Caenorhabditis elegans,mesophilic,train
Q8H001,Oryza sativa,mesophilic,train
Q22702,Caenorhabditis elegans,mesophilic,train
Q22701,Caenorhabditis elegans,mesophilic,train
Q52GX7,Caenorhabditis elegans,mesophilic,train
U7PSE2,Sporothrix schenckii,mesophilic,train
P45056,Haemophilus influenzae,mesophilic,train
A8H8R3,Shewanella pealeana,mesophilic,train
B0TUZ6,Shewanella halifaxensis,psychrophilic,train
P0CJ32,Ascaphus truei,psychrophilic,train
Q97B41,Thermoplasma volcanium,thermophilic,train
Q6KZV3,Picrophilus torridus,thermophilic,train
Q9HKN1,Thermoplasma acidophilum,thermophilic,train
Q06578,Pseudomonas aeruginosa,mesophilic,train
Q06579,Pseudomonas aeruginosa,mesophilic,train
Q3C2I0,Bos taurus,mesophilic,train
Q16548,Homo sapiens,mesophilic,train
Q55GY9,Dictyostelium discoideum,mesophilic,train
A0A0P0VCD9,Oryza sativa,mesophilic,train
P44411,Haemophilus influenzae,mesophilic,train
C0HJY4,Anochetus emarginatus,mesophilic,train
Q54H13,Dictyostelium discoideum,mesophilic,train
Q4DK88,Trypanosoma cruzi,mesophilic,train
Q4CSX7,Trypanosoma cruzi,mesophilic,train
C3MYE7,Sulfolobus islandicus,thermophilic,train
C3MZS5,Sulfolobus islandicus,thermophilic,train
A4YD84,Metallosphaera sedula,thermophilic,train
Q9US02,Schizosaccharomyces pombe,mesophilic,train
Q5FMB3,Lactobacillus acidophilus,mesophilic,train
B9DMJ0,Staphylococcus carnosus,mesophilic,train
A0A3P7FYE6,Wuchereria bancrofti,mesophilic,train
A0A0N4UHN6,Dracunculus medinensis,mesophilic,train
B2K9F2,Yersinia pseudotuberculosis,mesophilic,train
Q6D3J9,Pectobacterium atrosepticum,mesophilic,train
C1CGD8,Streptococcus pneumoniae,mesophilic,train
C5BG54,Edwardsiella ictaluri,mesophilic,train
B1JS45,Yersinia pseudotuberculosis,mesophilic,train
A9R3I4,Yersinia pestis,mesophilic,train
A4TNE3,Yersinia pestis,mesophilic,train
Q66CV3,Yersinia pseudotuberculosis,mesophilic,train
Q1CG40,Yersinia pestis,mesophilic,train
Q8ZGM4,Yersinia pestis,mesophilic,train
A7FKA7,Yersinia pseudotuberculosis,mesophilic,train
C6DEJ2,Pectobacterium carotovorum,mesophilic,train
O49344,Arabidopsis thaliana,mesophilic,train
Q92AF1,Listeria innocua,mesophilic,train
Q7P0L7,Chromobacterium violaceum,mesophilic,train
P82399,Ranoidea aurea,mesophilic,train
B2KDX3,Elusimicrobium minutum,mesophilic,train
Q1C9C3,Yersinia pestis,mesophilic,train
Q4CY94,Trypanosoma cruzi,mesophilic,train
Q8GBB7,Streptococcus mitis,mesophilic,train
B1I8B3,Streptococcus pneumoniae,mesophilic,train
B6YWF5,Thermococcus onnurineus,thermophilic,train
Q57665,Methanocaldococcus jannaschii,thermophilic,train
Q9HJQ5,Thermoplasma acidophilum,thermophilic,train
Q6KZR7,Picrophilus torridus,thermophilic,train
P60850,Methanococcus maripaludis,mesophilic,train
B8GDF2,Methanosphaerula palustris,mesophilic,train
A3CVI3,Methanoculleus marisnigri,mesophilic,train
Q18EU7,Haloquadratum walsbyi,thermophilic,train
A0A1C1C8Y5,Cladophialophora carrionii,mesophilic,train
A0A0R0ENQ9,Glycine max,mesophilic,train
P86170,Melecta albifrons,mesophilic,train
A0A5K1K8D5,Plasmodium falciparum,mesophilic,train
K0ES04,Nocardia brasiliensis,mesophilic,train
X8EY35,Mycobacterium ulcerans,mesophilic,train
A4D105,Homo sapiens,mesophilic,train
Q8DNE2,Streptococcus pneumoniae,mesophilic,train
A7HU87,Parvibaculum lavamentivorans,mesophilic,train
K0EYG3,Nocardia brasiliensis,mesophilic,train
A0A2K5ATS0,Caenorhabditis elegans,mesophilic,train
Q1QCZ9,Psychrobacter cryohalolentis,psychrophilic,train
C0HKZ1,Conus araneosus,mesophilic,train
P0C1R2,Protonectarina sylveirae,mesophilic,train
P06610,Escherichia coli,mesophilic,train
Q7CQN7,Salmonella typhimurium,mesophilic,train
A0A0H3GRA3,Klebsiella pneumoniae,mesophilic,train
A0A1D6I4T9,Zea mays,mesophilic,train
A0A175W4U6,Madurella mycetomatis,mesophilic,train
Q2NHL8,Methanosphaera stadtmanae,mesophilic,train
Q2GE16,Neorickettsia sennetsu,mesophilic,train
O29195,Archaeoglobus fulgidus,thermophilic,train
Q5JF39,Thermococcus kodakarensis,thermophilic,train
Q9TTU2,Oryctolagus cuniculus,mesophilic,train
F7AIG4,Mus musculus,mesophilic,train
P86529,Daboia russelii,mesophilic,train
Q6MGU4,Bdellovibrio bacteriovorus,mesophilic,train
Q135Q2,Rhodopseudomonas palustris,mesophilic,train
Q9PIG7,Campylobacter jejuni,mesophilic,train
Q1GI26,Ruegeria sp.,mesophilic,train
P83243,Tityus obscurus,mesophilic,train
D4A728,Rattus norvegicus,mesophilic,train
Q9H503,Homo sapiens,mesophilic,train
I1KCQ0,Glycine max,mesophilic,train
K0EZ17,Nocardia brasiliensis,mesophilic,train
P95006,Mycobacterium tuberculosis,mesophilic,train
O88222,Mus musculus,mesophilic,train
A0A0R0EH11,Glycine max,mesophilic,train
Q2KY48,Bordetella avium,mesophilic,train
B3R6Q3,Cupriavidus taiwanensis,mesophilic,train
Q7VXF8,Bordetella pertussis,mesophilic,train
P0AEJ8,Escherichia coli,mesophilic,train
P0AEJ9,Escherichia coli,mesophilic,train
P0DQJ7,Leptodactylus pentadactylus,mesophilic,train
B3EWV5,Cupiennius salei,mesophilic,train
O26112,Methanothermobacter thermautotrophicus,thermophilic,train
A5UL87,Methanobrevibacter smithii,mesophilic,train
Q2NFV8,Methanosphaera stadtmanae,mesophilic,train
Q8TZV1,Pyrococcus furiosus,thermophilic,train
O27527,Methanothermobacter thermautotrophicus,thermophilic,train
O28323,Archaeoglobus fulgidus,thermophilic,train
Q0SN20,Borrelia afzelii,mesophilic,train
B0R7Q4,Halobacterium salinarum,mesophilic,train
Q9HMV4,Halobacterium salinarum,mesophilic,train
Q7V8X5,Prochlorococcus marinus,mesophilic,train
Q9ZFE7,Klebsiella oxytoca,mesophilic,train
A5GJ71,Synechococcus sp.,mesophilic,train
A6T672,Klebsiella pneumoniae,mesophilic,train
A0A0H3GTU3,Klebsiella pneumoniae,mesophilic,train
Q8KA31,Buchnera aphidicola,mesophilic,train
Q8D274,Wigglesworthia glossinidia,mesophilic,train
F6ZRA6,Mus musculus,mesophilic,train
Q53121,Cereibacter sphaeroides,mesophilic,train
O67362,Aquifex aeolicus,thermophilic,train
Q63B62,Bacillus cereus,mesophilic,train
Q813D0,Bacillus cereus,mesophilic,train
Q6HGG0,Bacillus thuringiensis,mesophilic,train
A5N4Q6,Clostridium kluyveri,mesophilic,train
P51305,Porphyra purpurea,psychrophilic,train
B9DYB8,Clostridium kluyveri,mesophilic,train
Q2P3K0,Xanthomonas oryzae,mesophilic,train
B5Y978,Coprothermobacter proteolyticus,thermophilic,train
Q9K9I9,Alkalihalobacillus halodurans,mesophilic,train
B8G3F7,Chloroflexus aggregans,thermophilic,train
A5UPS5,Roseiflexus sp.,thermophilic,train
Q3IZF4,Cereibacter sphaeroides,mesophilic,train
Q1IP68,Koribacter versatilis,mesophilic,train
X8FDI2,Mycobacterium ulcerans,mesophilic,train
A6URS3,Methanococcus vannielii,mesophilic,train
Q97NV3,Streptococcus pneumoniae,mesophilic,train
Q8CWN9,Streptococcus pneumoniae,mesophilic,train
Q5FRJ2,Gluconobacter oxydans,mesophilic,train
A0A0G2JQF1,Homo sapiens,mesophilic,train
A0A0K3AVS5,Caenorhabditis elegans,mesophilic,train
Q7AQG3,Mycobacterium leprae,mesophilic,train
G4VEY1,Schistosoma mansoni,mesophilic,train
I1MGK1,Glycine max,mesophilic,train
Q4FTI5,Psychrobacter arcticus,psychrophilic,train
Q02K58,Pseudomonas aeruginosa,mesophilic,train
A6V7S3,Pseudomonas aeruginosa,mesophilic,train
Q9I3E3,Pseudomonas aeruginosa,mesophilic,train
K0ER25,Nocardia brasiliensis,mesophilic,train
A5W0W6,Pseudomonas putida,mesophilic,train
B7UVE8,Pseudomonas aeruginosa,mesophilic,train
Q88F51,Pseudomonas putida,mesophilic,train
P85945,Pseudotsuga menziesii,mesophilic,train
P22949,Methanosarcina thermophila,thermophilic,train
B3EWT5,Cupiennius salei,mesophilic,train
C1CML8,Streptococcus pneumoniae,mesophilic,train
Q582X7,Trypanosoma brucei,mesophilic,train
A0A5K4F849,Schistosoma mansoni,mesophilic,train
A0A5K4F7X3,Schistosoma mansoni,mesophilic,train
Q2FVA7,Staphylococcus aureus,mesophilic,train
Q0PAU4,Campylobacter jejuni,mesophilic,train
A0A3P7EI92,Wuchereria bancrofti,mesophilic,train
P22141,Saccharomyces cerevisiae,mesophilic,train
A0A3P7E5Y8,Wuchereria bancrofti,mesophilic,train
